Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Media
8655385814,"Mar 4, 2023, 12:42:10 AM",Morning Weight Training,Weight Training,,1750,0,168.0,11,false,,,activities/8655385814.gpx,,,1750.0,1750.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,121.41200256347656,,,,,,11.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
8689826104,"Mar 10, 2023, 8:12:54 AM",Afternoon Walk,Walk,,1828,1.68,149.0,6,false,,,activities/8689826104.gpx,,,1828.0,1689.0,1684.469970703125,2.4611432552337646,0.997317910194397,45.2393684387207,42.2393684387207,4.699999809265137,54.5,43.941444396972656,0.17836333811283112,,,,,,119.2530288696289,,,,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.921482503414154,0.0,,,,,,,,,,,,""
8693678931,"Mar 4, 2023, 10:06:14 AM",Afternoon Walk,Walk,,320,1.20,121.0,0,false,,,activities/9331539073.fit.gz,,,320.0,117.0,1203.510009765625,2.14599609375,10.286410331726074,0.0,3.5999999046325684,11.800000190734863,16.0,5.655053615570068,-2.654083728790283,,,,,,108.38461303710938,,,49.0,,,0.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.7609686851501465,0.0,,,,,,,,,,,,""
8699230224,"Mar 12, 2023, 12:08:03 AM",Morning Run,Run,,2822,5.67,179.0,94,false,,,activities/8699230224.gpx,,,2822.0,2790.0,5672.16015625,3.36199951171875,2.0330324172973633,16.440237045288086,15.740238189697266,6.400000095367432,18.0,14.9439058303833,0.012386529706418514,,,,,,160.08804321289062,,,,,,94.0,,,,,,,,,,,,,0.0,,1.0,5699.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.009978771209717,0.0,,,,7900.0,,,,,,,,""
8699463042,"Mar 12, 2023, 2:27:05 AM",Morning Trail Run,Run,,208,0.25,167.0,4,false,,,activities/8699463042.gpx,,,208.0,190.0,250.6999969482422,2.125333547592163,1.3194736242294312,12.58070182800293,-4.519298076629639,79.80000305175781,96.9000015258789,42.962955474853516,7.266391754150391,,,,,,152.9065399169922,,,,,,4.0,,,,,,,,,,,,,0.0,,1.0,311.8999938964844,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.2052884101867676,0.0,,,,382.0,,,,,,,,""
8734183635,"Mar 18, 2023, 10:56:57 AM",Afternoon Run,Run,,3001,6.10,189.0,111,false,,,activities/8734183635.gpx,,,3001.0,2975.0,6105.85009765625,3.7699217796325684,2.052386522293091,0.0,0.0,7.099999904632568,8.5,2.824859142303467,0.0,,,,,,163.50933837890625,,,,,,111.0,,,,,,,,,,,,,0.0,,1.0,6093.2001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.0346052646636963,0.0,,,,7354.0,,,,,,,,""
8763675159,"Mar 23, 2023, 11:55:07 AM",Evening Run,Run,,4586,9.10,182.0,134,false,,,activities/8763675159.gpx,,,4586.0,4513.0,9099.0595703125,3.8179688453674316,2.016188621520996,0.0,0.0,4.400000095367432,6.099999904632568,5.532455921173096,0.0,,,,,,158.1953125,,,,,,134.0,,,,,,,,,,,,,0.0,,1.0,9099.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.9840949773788452,0.0,,,,11584.0,,,,,,,,""
8768515666,"Mar 18, 2023, 11:51:23 AM",Evening Walk,Walk,,3869,4.98,147.0,17,false,,,activities/9410412265.fit.gz,,,3869.0,3661.0,4988.85986328125,3.188037157058716,1.3627041578292847,13.200000762939453,13.600000381469727,5.199999809265137,11.199999809265137,6.074181079864502,-0.00801786594092846,,,,,,128.12887573242188,,,258.0,,,17.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.2894442081451416,0.0,,,,6400.0,,,,,,,,""
8773972364,"Mar 25, 2023, 10:36:02 AM",Afternoon Run,Run,,5160,7.73,178.0,131,false,,,activities/8773972364.gpx,,,5160.0,3488.0,7735.830078125,3.5213379859924316,2.217841148376465,0.0,-0.5,4.800000190734863,5.800000190734863,2.740532636642456,0.006475350353866816,,,,,,163.53390502929688,,,,,,131.0,,,,,,,,,,,,,0.0,,1.0,7727.10009765625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.4991918802261353,0.0,,,,11812.0,,,,,,,,""
8780073783,"Mar 26, 2023, 10:35:21 AM",Afternoon Run,Run,,5358,10.03,178.0,103,false,,,activities/8780073783.gpx,,,5358.0,5322.0,10029.5302734375,4.4586663246154785,1.884541630744934,0.0,0.10000000149011612,6.900000095367432,8.5,1.3089189529418945,-0.0009985091164708138,,,,,,150.7923583984375,,,,,,103.0,,,,,,,,,,,,,0.0,,1.0,10018.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.8718794584274292,0.0,,,,13246.0,,,,,,,,""
8820420106,"Mar 30, 2023, 5:33:26 AM",Lunch Run,Run,,821,1.73,164.0,15,false,,,activities/9465156382.fit.gz,,,821.0,821.0,1736.3800048828125,2.5260009765625,2.114957332611084,0.0,,,,0.0,0.0,,,,,,144.50669860839844,,,86.0,,,15.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.114957332611084,0.0,,,,2420.0,,,,,,,,""
8840250281,"Apr 6, 2023, 2:29:44 AM",Morning Run,Run,,2018,3.88,170.0,39,false,,,activities/8840250281.gpx,,,2018.0,2018.0,3879.60009765625,2.722003221511841,1.9224976301193237,0.0,,,,0.0,0.0,,,,,,142.64569091796875,,,,,,39.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.9224976301193237,0.0,,,,5402.0,,,,,,,,""
8859232496,"Apr 9, 2023, 10:24:33 AM",Afternoon Run,Run,,3071,6.10,177.0,72,false,,,activities/8859232496.gpx,,,3071.0,2993.0,6099.85009765625,3.1839842796325684,2.038038730621338,0.0,-0.699999988079071,4.800000190734863,5.800000190734863,1.5432145595550537,0.011843109503388405,,,,,,155.28387451171875,,,,,,72.0,,,,,,,,,,,,,0.0,,1.0,5914.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.9862748384475708,0.0,,,,8242.0,,,,,,,,""
8883506843,"Apr 13, 2023, 12:32:57 PM",Evening Run,Run,,3009,5.07,,,false,,,activities/8883506843.gpx,,,3009.0,3009.0,5076.22021484375,3.154003858566284,1.6870123147964478,0.0,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.6870123147964478,0.0,,,,7220.0,,,,,,,,""
8918563266,"Apr 19, 2023, 12:27:54 PM",Evening Run,Run,,1013,1.50,148.0,5,false,,,activities/8918563266.gpx,,,1013.0,983.0,1501.5699462890625,2.4599976539611816,1.5275380611419678,0.0,,,,0.0,0.0,,,,,,126.20675659179688,,,,,,5.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.482300043106079,0.0,,,,2284.0,,,,,,,,""
8931361920,"Apr 21, 2023, 11:40:31 AM",Evening Run,Run,,14983,7.04,181.0,60,false,,,activities/8931361920.gpx,,,14983.0,3740.0,7040.81982421875,4.087988376617432,1.8825721740722656,5.097368240356445,1.1973683834075928,3.200000047683716,12.100000381469727,34.119117736816406,0.0559600293636322,,,,,,145.6720733642578,,,,,,60.0,,,,,,,,,,,,,0.0,,1.0,7013.39990234375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.4699205756187439,0.0,,,,9380.0,,,,,,,,""
8935849862,"Apr 22, 2023, 11:22:26 AM",Evening Run,Run,,2469,4.43,172.0,36,false,,,activities/8935849862.gpx,,,2469.0,2432.0,4432.22998046875,3.177335500717163,1.822463035583496,0.0,0.0,7.099999904632568,8.5,1.3280160427093506,0.0,,,,,,145.25064086914062,,,,,,36.0,,,,,,,,,,,,,0.0,,1.0,4419.2001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.7951518297195435,0.0,,,,5766.0,,,,,,,,""
8948183806,"Apr 24, 2023, 12:00:03 PM",Evening Run,Run,,3039,6.08,179.0,57,false,,,activities/8948183806.gpx,,,3039.0,2970.0,6082.68017578125,4.588823318481445,2.0480403900146484,0.0,-0.10000000149011612,4.400000095367432,6.099999904632568,5.24019718170166,0.0016650903271511197,,,,,,150.1640625,,,,,,57.0,,,,,,,,,,,,,0.0,,1.0,6010.7001953125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.001539945602417,0.0,,,,7360.0,,,,,,,,""
9150228323,"May 27, 2023, 12:44:09 PM",Evening Run,Run,,3825,6.05,155.0,18,false,,,activities/9150228323.gpx,,,3825.0,3768.0,6049.31005859375,3.706005811691284,1.6054432392120361,0.0,0.0,4.400000095367432,6.099999904632568,5.30192232131958,0.0,,,,,,125.69674682617188,,,,,,18.0,,,,,,,,,,,,,0.0,,1.0,6037.2998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.5815190076828003,0.0,,,,8198.0,,,,,,,,""
9194763496,"Jun 3, 2023, 1:25:12 PM",Evening Run,Run,,3578,5.82,172.0,32,false,,,activities/9194763496.gpx,,,3578.0,3578.0,5823.740234375,3.539990186691284,1.6276524066925049,0.0,,,,0.0,0.0,,,,,,135.97903442382812,,,,,,32.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.6276524066925049,0.0,,,,7946.0,,,,,,,,""
9468137325,"Jul 17, 2023, 1:37:20 PM",Evening Run,Run,,1835,3.15,160.0,35,false,,,activities/9468137325.gpx,,,1835.0,1835.0,3156.830078125,2.180001735687256,1.7203433513641357,0.0,,,,0.0,0.0,,,,,,144.26376342773438,,,,,,35.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.7203433513641357,0.0,,,,4922.0,,,,,,,,""
9472596726,"Jul 18, 2023, 7:02:57 AM",Afternoon Weight Training,Weight Training,,1010,0,165.0,6,false,,,activities/9472596726.gpx,,,1010.0,1010.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,122.96633911132812,,,,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
9475675836,"Jul 18, 2023, 4:36:29 PM",Night Workout,Workout,,1112,0,158.0,9,false,,,activities/9475675836.gpx,,,1112.0,1112.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,,,,,,129.10430908203125,,,,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
9540143988,"Jul 28, 2023, 11:34:02 PM",Morning Ride,Ride,,2715,0,174.0,22,false,,,activities/9540143988.gpx,,,2715.0,2715.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,129.49575805664062,,,,,,22.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
9562311031,"Aug 1, 2023, 1:07:18 PM",Evening Run,Run,,3227,5.32,180.0,55,false,,,activities/9562311031.gpx,,,3227.0,3227.0,5328.259765625,3.7020020484924316,1.6511496305465698,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,145.59002685546875,,,,,,55.0,,,,,,,,,,,,,0.0,,1.0,5320.7998046875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.6511496305465698,0.0,,,,7140.0,,,,,,,,""
9724421389,"Aug 26, 2023, 12:45:47 PM",Evening Run,Run,,4132,5.55,,,false,,,activities/9724421389.gpx,,,4132.0,4132.0,5557.10986328125,3.001995801925659,1.3448959589004517,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,5550.39990234375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.3448959589004517,0.0,,,,9062.0,,,,,,,,""
9917358858,"Sep 25, 2023, 11:21:22 AM",Evening Walk,Walk,,5755,7.41,,,false,,,activities/9917358858.gpx,,,5755.0,5185.0,7416.14990234375,3.6208057403564453,1.4303085803985596,18.74944305419922,22.44944190979004,1.899999976158142,12.5,49.6160888671875,-0.051760345697402954,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.2886446714401245,0.0,,,,10756.0,,,,,,,,""
9923732485,"Sep 26, 2023, 11:28:16 AM",Evening Walk,Walk,,6345,8.12,135.0,19,false,,,activities/9923732485.gpx,,,6345.0,5689.0,8128.2099609375,3.841992139816284,1.428758978843689,33.055484771728516,35.75548553466797,2.799999952316284,14.800000190734863,33.63894271850586,-0.03327028453350067,,,,,,116.92284393310547,,,,,,19.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.2810417413711548,0.0,,,,11754.0,,,,,,,,""
9948345567,"Sep 30, 2023, 9:53:45 AM",Afternoon Walk,Walk,,2612,3.74,173.0,16,false,,,activities/9948345567.gpx,,,2612.0,2493.0,3743.75,2.819995164871216,1.5017048120498657,0.0,1.2000000476837158,4.400000095367432,6.800000190734863,2.389078378677368,-0.032053422182798386,,,,,,132.3271942138672,,,,,,16.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.4332886934280396,0.0,,,,5436.0,,,,,,,,""
9974700767,"Oct 4, 2023, 11:47:46 AM",Evening Walk,Walk,,2068,2.59,136.0,6,false,,,activities/9974700767.gpx,,,2068.0,2068.0,2596.389892578125,2.6360106468200684,1.2555077075958252,11.491375923156738,5.39137601852417,-0.4000000059604645,9.699999809265137,21.538461685180664,0.23704050481319427,,,,,,113.64311218261719,,,,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.2555077075958252,0.0,,,,3966.0,,,,,,,,""
9984860586,"Oct 5, 2023, 11:50:06 PM",Morning Walk,Walk,,3083,4.33,125.0,10,false,,,activities/9984860586.gpx,,,3083.0,3033.0,4336.259765625,2.9733235836029053,1.429693341255188,8.734260559082031,8.434260368347168,2.200000047683716,10.300000190734863,22.727375030517578,0.00693922396749258,,,,,,115.6768798828125,,,,,,10.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.4065065383911133,0.0,,,,6156.0,,,,,,,,""
10024506065,"Oct 12, 2023, 10:17:57 AM",Afternoon Walk,Walk,,4771,6.94,159.0,19,false,,,activities/10024506065.gpx,,,4771.0,4609.0,6940.93994140625,3.467968702316284,1.5059535503387451,0.0,0.20000000298023224,4.5,5.699999809265137,3.033362627029419,-0.002885236870497465,,,,,,120.52053833007812,,,,,,19.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.4548187255859375,0.0,,,,9444.0,,,,,,,,""
10030391872,"Oct 13, 2023, 10:27:50 AM",Afternoon Walk,Walk,,4714,7.00,177.0,32,false,,,activities/10030391872.gpx,,,4714.0,4511.0,7006.0,3.3160157203674316,1.5530924797058105,7.0468573570251465,6.846857070922852,2.9000000953674316,12.0,26.78624725341797,0.002859569387510419,,,,,,131.43504333496094,,,,,,32.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.4862112998962402,0.0,,,,9642.0,,,,,,,,""
10188090045,"Nov 9, 2023, 12:04:14 PM",Evening Run,Run,,2029,3.46,168.0,24,false,,,activities/10188090045.gpx,,,2029.0,1957.0,3462.5400390625,3.406005859375,1.7693102359771729,0.0,-0.10000000149011612,4.099999904632568,6.0,4.958687782287598,0.0028969217091798782,,,,,,143.18844604492188,,,,,,24.0,,,,,,,,,,,,,0.0,,1.0,3455.10009765625,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.706525444984436,0.0,,,,4702.0,,,,,,,,""
10188337406,"Nov 9, 2023, 12:38:08 PM",Evening Walk,Walk,,2817,3.79,164.0,12,false,,,activities/10188337406.gpx,,,2817.0,2749.0,3796.75,3.191998243331909,1.381138563156128,4.624040126800537,2.4240400791168213,3.200000047683716,6.699999809265137,7.915740489959717,0.05819766968488693,,,,,,127.26132202148438,,,,,,12.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.3477990627288818,0.0,,,,5430.0,,,,,,,,""
10193321617,"Nov 10, 2023, 11:18:33 AM",Evening Workout,Workout,,2741,0,152.0,12,false,,,activities/10193321617.gpx,,,2741.0,2741.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,125.95439910888672,,,,,,12.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,""
10204454792,"Nov 12, 2023, 9:49:26 AM",Afternoon Run,Run,,3312,5.00,182.0,76,false,,,activities/10204454792.gpx,,,3312.0,2698.0,5005.85986328125,3.7786457538604736,1.8553965091705322,0.0,0.0,4.599999904632568,5.699999809265137,7.672626972198486,0.0,,,,,,159.53536987304688,,,,,,76.0,,,,,,,,,,,,,0.0,,1.0,4577.89990234375,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.511431097984314,0.0,,,,7840.0,,,,,,,,""
10238545630,"Nov 18, 2023, 9:38:39 AM",Afternoon Walk,Walk,,4501,3.78,128.0,9,false,,,activities/10238545630.gpx,,,4501.0,3220.0,3788.469970703125,2.6940064430236816,1.1765434741973877,13.365324974060059,9.765324592590332,2.4000000953674316,12.0,22.63055992126465,0.09916426241397858,,,,,,109.01248931884766,,,,,,9.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.8416951894760132,0.0,,,,6038.0,,,,,,,,""
10239669335,"Nov 18, 2023, 9:04:14 AM",Afternoon Walk,Walk,,2008,1.70,127.0,6,false,,,activities/10965139800.fit.gz,,,2008.0,2008.0,1708.5999755859375,8.384002685546875,0.850896418094635,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,111.97111511230469,,,75.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.850896418094635,0.0,,,,2352.0,,,,,,,,""
10245000920,"Nov 19, 2023, 11:25:33 AM",Evening Run,Run,,1413,3.02,186.0,70,false,,,activities/10245000920.gpx,,,1413.0,1401.0,3023.860107421875,7.388750076293945,2.158358335494995,0.0,-0.20000000298023224,4.599999904632568,5.699999809265137,1.3458852767944336,0.006880725733935833,,,,,,171.77659606933594,,,,,,70.0,,,,,,,,,,,,,0.0,,1.0,2908.300048828125,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,2.140028476715088,0.0,,,,4046.0,,,,,,,,""
10249274421,"Nov 19, 2023, 11:59:26 AM",Evening Walk,Walk,,2237,3.66,137.0,7,false,,,activities/10975147117.fit.gz,,,2237.0,1977.0,3668.080078125,5.035220146179199,1.8553768396377563,7.799999713897705,9.799999237060547,4.400000095367432,10.0,8.238964080810547,-0.07485338300466537,,,,,,120.49748992919922,,,176.0,,,7.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.639731764793396,0.0,,,,5374.0,,,,,,,,""
10256354199,"Nov 21, 2023, 11:48:03 AM",Evening Run,Run,,2396,3.96,182.0,54,false,,,activities/10256354199.gpx,,,2396.0,2230.0,3959.280029296875,3.027311086654663,1.7754619121551514,0.0,-0.6000000238418579,4.199999809265137,6.0,6.013753890991211,0.015500111505389214,,,,,,156.05471801757812,,,,,,54.0,,,,,,,,,,,,,0.0,,1.0,3876.199951171875,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.652454137802124,0.0,,,,5642.0,,,,,,,,""
10273752181,"Nov 24, 2023, 1:31:32 PM",Evening Run,Run,,3420,5.95,178.0,74,false,,,activities/10273752181.gpx,,,3420.0,3257.0,5956.759765625,3.67529296875,1.828909993171692,0.0,-1.0,4.099999904632568,6.0,5.767194747924805,0.01685703918337822,,,,,,152.60501098632812,,,,,,74.0,,,,,,,,,,,,,0.0,,1.0,5944.5,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.7417426109313965,0.0,,,,7914.0,,,,,,,,""
